NatEmis,DataYear,Province,ProvinceCD,Official_Institution_Name,STATUS,Sector,Type_DoE,Phase_PED,Specialisation,EIDistrict,EICircuit,OwnerLand,OwnerBuild,ExDept,Persal_PaypointNo,Persal_ComponentNo,ExamNo,ExamCentre,GIS_Long,GIS_Lat,DMunName,LMunName,Ward_ID,SP_Code,SP_Name,Addressee,Township_Village,Suburb,Town_City,StreetAddress,PostalAddress,Telephone,Section21,Section21_Function,Quintile,NAS,NodalArea,Registration_Date,NoFeeSchool,Urban_Rural,Allocation,DemarcationFrom,DemarcationTo,OldNatEMIS,NewNATEMIS,Learners2022,Educators2022
700152355,2022,GT,7,SKEEN PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,JOHANNESBURG EAST,3,PUBLIC,PUBLIC,DEPARTMENT OF EDUCACTION & TRAINING(DET),909103,909103,,NOT APPLICABLE,28118667,-26099696,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800105,798014006,FAR EAST BANK EXT 3,CORNELIOUS RAMMIDI SETSHEDI,TSUTSUMANI VILLAGE,ALEXANDRA,JOHANESSBURG,"16200, CNR SOUTH AFRICAN BOULEVARD & COTE DE VOIRE, TSUTSUMANI VILLAGE, ALEXANDRA, JOHANESSBURG",PO BOX 122 BERGVLEI 2012,0112646753,YES,ACD,Q2,N,NOT APPLICABLE,,YES,URBAN,1466,GT,NOT MOVED,700152355,700152355,1757,48
700152363,2022,GT,7,ST ANSGAR'S COMBINED SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,JOHANNESBURG NORTH,4,PUBLIC,PUBLIC,DEPARTMENT OF EDUCACTION & TRAINING(DET),910124,910124,8152363,ST ANSGAR'S COMBINED SCHOOL,2790148257,-2593274824,WEST RAND DISTRICT MUNICIPALITY,MOGALE CITY LOCAL MUNICIPALITY,74801033,763001009,LINDLEY AH,THUTHUKA NGWENYA,LANSERIA,RANDBURG,JOHANNESBURG,"90, PELINDABA ROAD, LANSERIA, RANDBURG, JOHANNESBURG",P. O BOX 102 LANSERIA 1748,0116598009,YES,ACD,Q1,N,NOT APPLICABLE,,YES,RURAL,1466,GT,NOT MOVED,700152363,700152363,1091,30
700152397,2022,GT,7,THE AMERICAN INTERNATIONAL SCHOOL OF JOHANNESBURG,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,JOHANNESBURG EAST,3,INDEPENDENT,INDEPENDENT,DEPARTMENT OF EDUCACTION & TRAINING(DET),99,99,,NOT APPLICABLE,28037602,-25946428,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800094,798004011,KNOPJESLAAGTE AH,DR JEREMY MOORE,,DIEPSLOOT,SANDTON,"160, SCORPION TRAIL, , DIEPSLOOT, SANDTON",PRIVATE BAG X4 BRYANSTON 2021,0114641505,NO,NONE,,N,NOT APPLICABLE,,NO,RURAL,,GT,NOT MOVED,700152397,700152397,523,125
700152413,2022,GT,7,WITKOPPEN COMBINED FARM SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,JOHANNESBURG NORTH,4,PUBLIC,PUBLIC,DEPARTMENT OF EDUCACTION & TRAINING(DET),910143,910143,,NOT APPLICABLE,28010517817,-26011353192,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800094,798013006,WITKOPPEN,MASHIMBYI MZAMANI PHILEMON,FOURWAYS,RANDBURG,JOHANNESBURG,"110, WILLIAM NICOL DRIVE, FOURWAYS, RANDBURG, JOHANNESBURG",67008 BRYANSTON 2021,0117053011,NO,NONE,Q1,N,NOT APPLICABLE,,YES,URBAN,1466,GT,NOT MOVED,700152413,700152413,1047,25
700152421,2022,GT,7,ZENZELENI PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,JOHANNESBURG EAST,2,PUBLIC,PUBLIC,DEPARTMENT OF EDUCACTION & TRAINING(DET),909113,909113,,NOT APPLICABLE,28108338114,-2611054741,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800076,798014063,ALEXANDRA EXT 36,THANDI GUMEDE,ALEXANDRA,SANDTON,JOHANNESBURG,"166, 19TH AVE, ALEXANDRA, SANDTON, JOHANNESBURG",305 ALEXANDRA 2014,0118828422,YES,ACD,Q2,N,NOT APPLICABLE,,YES,URBAN,1466,GT,NOT MOVED,700152421,700152421,1180,35
700152454,2022,GT,7,MUZOMUHLE,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,JOHANNESBURG NORTH,4,PUBLIC,PUBLIC,DEPARTMENT OF EDUCACTION & TRAINING(DET),910094,910094,,NOT APPLICABLE,28018074,-25923432,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800095,798003001,DIEPSLOOT WEST,JOHN RAMRUMO,DIEPSLOOT,RANDBURG,JOHANNESBURG,"1071, RIVERS OF BABYLON, DIEPSLOOT, RANDBURG, JOHANNESBURG",2246 RANDBURG 2125,0825521130,YES,ACD,Q1,N,NOT APPLICABLE,,YES,RURAL,1466,GT,NOT MOVED,700152454,700152454,2463,63
700152512,2022,GT,7,UNITED SISTERHOOD MITZVAH,OPEN,INDEPENDENT,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,JOHANNESBURG EAST,3,INDEPENDENT,INDEPENDENT,DEPARTMENT OF EDUCACTION & TRAINING(DET),99,99,8152512,UNITED SISTERHOOD MITZVAH,2806553444,-26082201524,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800103,798013026,MORNINGSIDE,MRS. CHERYL CROSSMAN,,MORNIGSIDE,SANDTON,"3, MIDDLE ROAD, , MORNIGSIDE, SANDTON",78189 SANDTON 2148,0118837177,NO,NONE,NOT APPLICABLE,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700152512,700152512,27,6
700152579,2022,GT,7,SUMMIT COLLEGE,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,JOHANNESBURG EAST,3,INDEPENDENT,INDEPENDENT,DEPARTMENT OF EDUCACTION & TRAINING(DET),909118,909118,,NOT APPLICABLE,2803006967,-2597055918,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800094,798004011,KNOPJESLAAGTE AH,A BARNARD,,KYALAMI,MIDRAND,"154, CNR. LYNX ROAD AND CARACAL ROAD, , KYALAMI, MIDRAND",68704 BRYANSTON 2021,0110485400,NO,NONE,NOT APPLICABLE,N,NOT APPLICABLE,,NO,RURAL,,GT,NOT MOVED,700152579,700152579,730,0
700152603,2022,GT,7,BEAULIEU PREPARATORY SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,JOHANNESBURG EAST,3,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,,NOT APPLICABLE,2807523173,-2597988725,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800094,798004010,KYALAMI AH,MRS NOELE HILLEN,,BEAULIEU,MIDRAND,"106, PERCHERON RD, , BEAULIEU, MIDRAND",P O BOX 30048 KYALAMI 1684,0114682830,NO,NONE,NOT APPLICABLE,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700152603,700152603,592,51
700152611,2022,GT,7,CRAWFORD PREPARATORY SANDTON,OPEN,INDEPENDENT,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,JOHANNESBURG EAST,3,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,,NOT APPLICABLE,2804864485,-2609570917,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800103,798013038,PARKMORE,RYAN HAIGH,,BENMORE GARDENS,SANDTON,"11, BENMORE ROAD, , BENMORE GARDENS, SANDTON",X24 BENMORE 2010,0117847565,NO,NONE,NOT APPLICABLE,N,NOT APPLICABLE,1996-12-03,NO,URBAN,,GT,NOT MOVED,700152611,700152611,883,0
700152702,2022,GT,7,TRINITY HOUSE PREPARATORY SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,JOHANNESBURG NORTH,4,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,,NOT APPLICABLE,27937246307,-26091773617,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800126,798016031,RANDPARK RIDGE,HILTON SCOTT,,RANDPARK RIDGE,RANDBURG,"23, KNOPPIESDORING STREET, , RANDPARK RIDGE, RANDBURG",4421 HONEYDEW 2040,0117944799,NO,NONE,NOT APPLICABLE,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700152702,700152702,1030,0
700152715,2022,GT,7,TRINITY HOUSE HIGH SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,JOHANNESBURG NORTH,4,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,,NOT APPLICABLE,27937246307,-26091773617,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800126,798016031,RANDPARK RIDGE,FARONE ECKSTEIN,,RANDPARK RIDGE,RANDBURG,"23, KNOPPIESDORING STREET, , RANDPARK RIDGE, RANDBURG",4421 HONEYDEW 2040,0117944799,NO,NONE,NOT APPLICABLE,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700152715,700152715,604,1
700152728,2022,GT,7,DAINFERN COLLEGE,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,JOHANNESBURG NORTH,4,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,,NOT APPLICABLE,2800859793,-2599055346,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800096,798012002,DAINFERN VALLEY ESTATE,MATTHEW DAVIES,,DAINFERN,SANDTON,"1, BROADACHERS DRIVE, , DAINFERN, SANDTON",PO BOX 3199 DAINFERN 2055,0114690635,NO,NONE,NOT APPLICABLE,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700152728,700152728,985,88
700152733,2022,GT,7,CRAWFORD PREPARATORY FOURWAYS,OPEN,INDEPENDENT,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,JOHANNESBURG NORTH,4,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,,NOT APPLICABLE,2799446734,-26016996296,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800115,798013006,WITKOPPEN,IAN ROTHMAN,,CRAIGAVON,FOURWAYS,"16, CAMPBELL ROAD, , CRAIGAVON, FOURWAYS",P O BOX 1987 2055,0114654418,NO,NONE,NOT APPLICABLE,N,NOT APPLICABLE,2003-09-02,NO,URBAN,,GT,NOT MOVED,700152733,700152733,426,0
700152744,2022,GT,7,MARIA MONTESSORI HOUSE PRIMARY SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,JOHANNESBURG NORTH,4,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,,NOT APPLICABLE,2796760861,-2598095771,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800096,798011002,CHARTWELL AH,RAHEEMA ESSOP,,CHARTWELL NORTH,MIDRAND,"256, CEDAR ROAD, , CHARTWELL NORTH, MIDRAND",PO BOX 1457 WITKOPPEN 2068,0114601737,NO,NONE,NOT APPLICABLE,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700152744,700152744,83,7
700152752,2022,GT,7,ST PETER'S COLLEGE,OPEN,INDEPENDENT,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,JOHANNESBURG EAST,3,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,,NOT APPLICABLE,2808698,-26032401,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800093,798013018,SUNNINGHILL,RUI MORAIS,,SUNNINGHILL,SANDTON,"1, CNR. MAXWELL DRIVE AND COLLEGE DRIVE, , SUNNINGHILL, SANDTON",PO BOX 901 RIVONIA 2128,0118075315,NO,NONE,,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700152752,700152752,702,58
700152760,2022,GT,7,INKANYEZI WALDORF CENTRE,OPEN,INDEPENDENT,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,JOHANNESBURG EAST,2,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,,NOT APPLICABLE,2809574436,-2611440936,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800075,798014072,ALEXANDRA EXT 23,CELANI DUBE,ALEXANDRA,SANDTON,JOHANNESBURG,"166, 6TH AVENUE, ALEXANDRA, SANDTON, JOHANNESBURG",BOX 237 ALEXANRDA 2090,0114435355,NO,NONE,Q3,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700152760,700152760,203,12
700152778,2022,GT,7,CRAWFORD PREPARATORY LONEHILL,OPEN,INDEPENDENT,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,JOHANNESBURG EAST,3,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,8152778,CRAWFORD PREPARATORY LONEHILL,28022727812,-26010534664,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800094,798013007,LONE HILL,MR REINHARD DE KLERK,,LONEYHILL,SANDTON,"1, SCEALES ROAD, , LONEYHILL, SANDTON",P O BOX 1602 MAGALIESSIG 1602,0114670936,NO,NONE,NOT APPLICABLE,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700152778,700152778,579,0
700152786,2022,GT,7,CRAWFORD COLLEGE - SANDTON,OPEN,INDEPENDENT,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,JOHANNESBURG EAST,3,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,8152786,CRAWFORD COLLEGE - SANDTON,28049926,-26094567,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800103,798013038,PARKMORE,TRACEY PURKISS,,BENMORE,SANDTON,"1, BERNMORE ROAD, , BENMORE, SANDTON",P.O. BOX 1937 HOUGHTON 2041,0117843447,NO,NONE,NOT APPLICABLE,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700152786,700152786,577,0
700152801,2022,GT,7,KYALAMI PREPARATORY SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,JOHANNESBURG EAST,3,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,,NOT APPLICABLE,2808218048,-2599911586,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800132,798004026,WILLAWAY AH,DAVID HALA,,KYALAMI,MIDRAND,"10, LYNDORE STREET CNR MADLE WILLAWAY, , KYALAMI, MIDRAND",P O BOX 30017 KYLAMAI 1684,0114660526,NO,NONE,NOT APPLICABLE,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700152801,700152801,405,40
700152827,2022,GT,7,MUSENGA VHADZIMU PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,JOHANNESBURG NORTH,4,PUBLIC,PUBLIC,NEW EDUCATION DEPARTMENT,910160,910160,,NOT APPLICABLE,28001460831,-2592873726,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800113,798003002,DIEPSLOOT WEST 1,BOTHORE ROSE SEGALE ,DIEPSLOOT,FOURWAYS,JOHANNESBURG,"1784, J.B.MARKS, DIEPSLOOT, FOURWAYS, JOHANNESBURG",2952 FOURWAYS 2055,0110557936,YES,AD,Q1,N,NOT APPLICABLE,,YES,URBAN,1466,GT,NOT MOVED,700152827,700152827,2107,54
700152851,2022,GT,7,RABASOTHO COMBINED SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,JOHANNESBURG NORTH,4,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,8152851,RABASOTHO COMBINED SCHOOL,28016994,-25940627,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800113,798003007,DIEPSLOOT WEST 7,MATHOTHO FLORAH MOTAU,,DIEPSLOOT,MIDRAND,"2026, DIEPSLOOT WEST, , DIEPSLOOT, MIDRAND",354 WITS 2050,0736965272,NO,NONE,Q3,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700152851,700152851,1051,46
700152859,2022,GT,7,CONCORD COLLEGE,OPEN,INDEPENDENT,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,JOHANNESBURG NORTH,4,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,8152859,CONCORD COLLEGE,27985676,-26097708,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800102,798016033,RUITERHOF,JOHAN BELLINGAN,,RANDBURG,RANDBURG,"1, CNR. REPUBLIC ROAD AND MALIBONGWE DRIVE, , RANDBURG, RANDBURG",P.O. BOX 1197 HIGHLANDS NORTH 2125,0117910228,NO,NONE,NOT APPLICABLE,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700152859,700152859,116,12
700160010,2022,GT,7,DROMMEDARIS PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,EKURHULENI SOUTH,5,PUBLIC,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),918024,918024,,NOT APPLICABLE,28224508333,-26234666666,CITY OF EKURHULENI METROPOLITAN MUNICIPALITY,CITY OF EKURHULENI METROPOLITAN MUNICIPALITY,79700034,797010041,REIGER PARK,RAYMOND STOFFELS,REIGER PARK,BOKSBURG,JOHANNESBURG,"1, CLARENCE SEPTEMBER STREET, REIGER PARK, BOKSBURG, JOHANNESBURG",PO BOX 14078 REIGER PARK 1459,0870940480,YES,ACD,Q4,N,NOT APPLICABLE,,YES,URBAN,1466,GT,NOT MOVED,700160010,700160010,1816,58
700160028,2022,GT,7,EKURHULENI PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,EKURHULENI SOUTH,4,PUBLIC,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),918027,918027,,NOT APPLICABLE,2819037841,-2622466004,CITY OF EKURHULENI METROPOLITAN MUNICIPALITY,CITY OF EKURHULENI METROPOLITAN MUNICIPALITY,79700035,797009001,DUKATHOLE EXT 9,AJK SIGABI,DIKATOLE,GERMISTON,GERMISTON,"59, PETERSON ROAD, DIKATOLE, GERMISTON, GERMISTON",POST BOX 240 GERMISTON 1401,0119044124,YES,ACD,Q1,N,NOT APPLICABLE,1996-07-05,YES,URBAN,1466,GT,NOT MOVED,700160028,700160028,1965,46
700160036,2022,GT,7,GOEDE HOOP PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,EKURHULENI SOUTH,5,PUBLIC,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),918034,918034,,NOT APPLICABLE,28221757621,-26228932288,CITY OF EKURHULENI METROPOLITAN MUNICIPALITY,CITY OF EKURHULENI METROPOLITAN MUNICIPALITY,79700034,797010041,REIGER PARK,MR. RJK. GROTEWOLD,REIGER PARK,BOKSBURG,JOHANNESBURG,"455, GOEDE HOOP AVENUE, REIGER PARK, BOKSBURG, JOHANNESBURG",14015 REIGER PARK 1459,0106150966,YES,ACD,Q4,N,NOT APPLICABLE,,YES,RURAL,1466,GT,NOT MOVED,700160036,700160036,2301,55
700160044,2022,GT,7,LAKESIDE PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,EKURHULENI SOUTH,5,PUBLIC,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),918064,918064,,NOT APPLICABLE,2823348765,-2623492477,CITY OF EKURHULENI METROPOLITAN MUNICIPALITY,CITY OF EKURHULENI METROPOLITAN MUNICIPALITY,79700034,797010041,REIGER PARK,CRAIG THURSTON JANSEN,REIGER PARK,BOKSBURG,BOKSBURG,"689, ERICA STREET, REIGER PARK, BOKSBURG, BOKSBURG",PO BOX 14089 REIGER PARK 1460,0100106419,YES,ACD,Q4,N,NOT APPLICABLE,,YES,URBAN,1466,GT,NOT MOVED,700160044,700160044,1327,37
700160051,2022,GT,7,OOSRAND SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,EKURHULENI SOUTH,5,PUBLIC,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),918158,918158,8160051,OOSRAND SECONDARY SCHOOL,28222651,-26230041,CITY OF EKURHULENI METROPOLITAN MUNICIPALITY,CITY OF EKURHULENI METROPOLITAN MUNICIPALITY,79700034,797010041,REIGER PARK,PETER ARENDSE,REIGER PARK,BOKSBURG,BOKSBURG,"14038, GOEDE HOOP AVENUE, REIGER PARK, BOKSBURG, BOKSBURG",               14038                REIGER PARK 1466,0100106416,YES,ACD,Q4,N,NOT APPLICABLE,,YES,URBAN,1466,GT,NOT MOVED,700160051,700160051,1980,63
700160069,2022,GT,7,REIGER PARK NO. 2 SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY & TECHNICAL,EKURHULENI SOUTH,5,PUBLIC,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),918164,918164,8160069,REIGER PARK NO. 2 SECONDARY SCHOOL,28231116,-26223859,CITY OF EKURHULENI METROPOLITAN MUNICIPALITY,CITY OF EKURHULENI METROPOLITAN MUNICIPALITY,79700034,797010037,EAST RAND PROPRIETARY MINES,MR S.C. MARTINS,REIGER PARK,BOKSBURG,BOKSBURG,"1, CNR LEON FERREIRA & DROMMEDARIS, REIGER PARK, BOKSBURG, BOKSBURG",PO BOX 14404 REIGER PARK 1466,0842744402,YES,ACD,Q2,N,NOT APPLICABLE,,YES,URBAN,1466,GT,NOT MOVED,700160069,700160069,1770,59
700160077,2022,GT,7,REIGER PARK PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,EKURHULENI SOUTH,5,PUBLIC,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),918098,918098,,NOT APPLICABLE,28230031713,-26227579572,CITY OF EKURHULENI METROPOLITAN MUNICIPALITY,CITY OF EKURHULENI METROPOLITAN MUNICIPALITY,79700034,797010041,REIGER PARK,MR. M. E GREEN,REIGER PARK,BOKSBURG,JOHANNESBURG,"01, CNR PETUNIA & EXCELSIOR STREETS, REIGER PARK, BOKSBURG, JOHANNESBURG",14041 REIGER PARK 1466,0119102060,YES,ACD,Q4,N,NOT APPLICABLE,,YES,URBAN,1466,GT,NOT MOVED,700160077,700160077,1542,40
700160093,2022,GT,7,VILLA LIZA PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,EKURHULENI SOUTH,5,PUBLIC,PUBLIC,HOUSE OF DELEGATES(HOD),918172,918172,,NOT APPLICABLE,2824927693,-26322785515,CITY OF EKURHULENI METROPOLITAN MUNICIPALITY,CITY OF EKURHULENI METROPOLITAN MUNICIPALITY,79700045,797010057,VILLA LIZA,DR P.M MBANE,VILLA LIZA,BOKSBURG,BOKSBURG,"29, RHINOCEROS, VILLA LIZA, BOKSBURG, BOKSBURG","18517 ACTONVILLE, BENONI 1506",0100355498,YES,ACD,Q4,N,NOT APPLICABLE,1996-07-05,NO,URBAN,735,GT,NOT MOVED,700160093,700160093,2228,55
700160119,2022,GT,7,AFRIKAANSE HOËRSKOOL GERMISTON,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,EKURHULENI SOUTH,4,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),918124,918124,8160119,AFRIKAANSE HOËRSKOOL GERMISTON,28177555161,-26240538121,CITY OF EKURHULENI METROPOLITAN MUNICIPALITY,CITY OF EKURHULENI METROPOLITAN MUNICIPALITY,79700039,797008055,PARKHILL GARDENS,FRANS DU TOIT,LAMBTON,GERMISTON,GERMISTON,"102, WEBBERROAD, LAMBTON, GERMISTON, GERMISTON",X02 LAMBTON 1414,0118272524,YES,ACD,Q5,N,NOT APPLICABLE,,NO,URBAN,735,GT,NOT MOVED,700160119,700160119,836,39
700160135,2022,GT,7,ASSUMPTION CONVENT,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,EKURHULENI NORTH,1,INDEPENDENT,INDEPENDENT,HOUSE OF ASSEMBLY(HOA),99,99,,NOT APPLICABLE,2812204361,-2619879746,CITY OF EKURHULENI METROPOLITAN MUNICIPALITY,CITY OF EKURHULENI METROPOLITAN MUNICIPALITY,79700036,797008031,WYCHWOOD,MR N WORKMAN,,MALVERN EAST,GERMISTON,"1, CNR. MULLINS ROAD AND PANDORA ROAD, , MALVERN EAST, GERMISTON",PO BOX 752127 GARDENVIEW 2047,0116165053,NO,NONE,NOT APPLICABLE,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700160135,700160135,387,36
700160176,2022,GT,7,BEDFORDVIEW CHRISTIAN COLLEGE,OPEN,INDEPENDENT,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,EKURHULENI NORTH,1,INDEPENDENT,INDEPENDENT,HOUSE OF ASSEMBLY(HOA),99,99,,NOT APPLICABLE,28124159,-26175931,CITY OF EKURHULENI METROPOLITAN MUNICIPALITY,CITY OF EKURHULENI METROPOLITAN MUNICIPALITY,79700020,797008019,BEDFORDVIEW,DALENE QUAYLE,,BEDFORDVIEW,JOHANNESBURG,"32, CONCORDE ROAD, , BEDFORDVIEW, JOHANNESBURG",  ,0116156710,NO,NONE,NOT APPLICABLE,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700160176,700160176,782,44
