NatEmis,verify,DataYear,Province,ProvinceCD,Official_Institution_Name,STATUS,Sector,Type_DoE,Phase_PED,Specialisation,EIDistrict,EICircuit,OwnerLand,OwnerBuild,ExDept,Persal_PaypointNo,Persal_ComponentNo,ExamNo,ExamCentre,GIS_Long,GIS_Lat,DMunName,LMunName,Ward_ID,SP_Code,SP_Name,Addressee,Township_Village,Suburb,Town_City,StreetAddress,PostalAddress,Telephone,Section21,Section21_Function,Quintile,NAS,NodalArea,Registration_Date,NoFeeSchool,Urban_Rural,Allocation,DemarcationFrom,DemarcationTo,OldNATEMIS,NewNATEMIS,Learners2022,Educators2022
200100542,False,2022,EC,2,MZAMOMHLE SPECIAL SCHOOL,OPEN,Public,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,NELSON MANDELA,NM-Lsen,PUBLIC,TO BE UPDATED,TO BE UPDATED,224193,224193,NOT APPLICABLE,NOT APPLICABLE,"25,39421","-33,81815",Nelson Mandela Bay,Nelson Mandela Bay Metropolitan Municipality,NMA_44,27513007,Kwanobuhle 4,MARJORIE DAVIDS,,,KWANOBUHLE,"Cnr Ponana Tini & Tize Rd,Kwanobuhle,Uitenhage,6242","P O BOX 4104, KWANOBUHLE, ",0419774329,,,NOT APPLICABLE,,,1989-01-01,NOT APPLICABLE,To be updated,99,NONE,Not Moved,200100542,200100542,309,27
200100636,False,2022,EC,2,PROTEA PRIMARY SCHOOL,OPEN,Public,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,NELSON MANDELA,NM-Lsen,PUBLIC,TO BE UPDATED,TO BE UPDATED,184318,184318,NOT APPLICABLE,NOT APPLICABLE,"25,63457","-33,98446",Nelson Mandela Bay,Nelson Mandela Bay Metropolitan Municipality,NMA_2,27516018,Forest Hill,TI SWART,,FOREST HILL,PORT ELIZABETH,"Blackthorn Avenue,Forest Hill,Port Elizabeth,6001","P.O. BOX 13349, HUMEWOOD, PORT ELIZABETH, 6013, ",0415856567,,,NOT APPLICABLE,,,1963-01-01,NOT APPLICABLE,To be updated,99,NONE,Not Moved,200100636,200100636,136,16
200100642,False,2022,EC,2,QUEST SPECIAL SCHOOL,OPEN,Public,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,NELSON MANDELA,NM-Lsen,PUBLIC,TO BE UPDATED,TO BE UPDATED,184451,184451,NOT APPLICABLE,NOT APPLICABLE,"25,62079","-33,97417",Nelson Mandela Bay,Nelson Mandela Bay Metropolitan Municipality,NMA_2,27516078,South End,J R JORRITSMA,,SOUTH END,PE,"2 Hoy Street,South End,Port Elizabeth,6001","P O BOX 2948, UITENHAGE, ",0415810964,,,NOT APPLICABLE,,,,NOT APPLICABLE,To be updated,99,NONE,Not Moved,200100642,200100642,114,19
200100648,False,2022,EC,2,REUBIN BIRIN SPECIAL SCHOOL,OPEN,Public,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,NELSON MANDELA,NM-Lsen,PUBLIC,TO BE UPDATED,TO BE UPDATED,184323,184323,NOT APPLICABLE,NOT APPLICABLE,"25,5582","-33,88197",Nelson Mandela Bay,Nelson Mandela Bay Metropolitan Municipality,NMA_31,27502000,NONE,MR C T ENGELBREGHT,,MISSIONVALE,PORT ELIZABETH,"Cnr Uitenhage & Bethelsdorp Road,Misssionvale,Port Elizabeth,6005","P O BOX 11189, ALGOA PARK, ",0414524229,,,NOT APPLICABLE,,,1980-01-01,NOT APPLICABLE,To be updated,99,NONE,Not Moved,200100648,200100648,134,18
200100850,False,2022,EC,2,WESTVIEW SPECIAL SCHOOL,OPEN,Public,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,School of Skill,NELSON MANDELA,NM-Lsen,PUBLIC,TO BE UPDATED,TO BE UPDATED,184388,184388,NOT APPLICABLE,NOT APPLICABLE,"25,511173","-33,957007",Nelson Mandela Bay,Nelson Mandela Bay Metropolitan Municipality,NMA_9,27516053,Mill Park,MR JH ZIETSMAN,,NEWTON PARK,PORT ELIZABETH,"Mowbray Street,Newton Park,Port Elizabeth,6057","P O BOX 27537, GREENACRES, ",0413651223,,,NOT APPLICABLE,,,1961-01-01,NOT APPLICABLE,To be updated,99,NONE,Not Moved,200100850,200100850,695,55
200100892,False,2022,EC,2,KHANYISA SPECIAL SCHOOL,OPEN,Public,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,NELSON MANDELA,NM-Lsen,PUBLIC,TO BE UPDATED,TO BE UPDATED,184236,184236,4343038,KHANYISA SCHOOL FOR THE BLIND - 4343038,"25,52132","-33,84155",Nelson Mandela Bay,Nelson Mandela Bay Metropolitan Municipality,NMA_36,27512000,NONE,M C DLEPU,,KWADWESI,PE,"1 Qumza Street,Kwadwesi,Port Elizabeth,6205","P O BOX 11155, ALGOA PARK, ",0414853636,,,NOT APPLICABLE,,,1985-01-01,NOT APPLICABLE,Urban,99,NONE,Not Moved,200100892,200100892,141,21
200100893,False,2022,EC,2,NORTHERN LIGHTS SPECIAL SCHOOL,OPEN,Public,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,NELSON MANDELA,NM-Lsen,PUBLIC,TO BE UPDATED,TO BE UPDATED,184302,184302,4343064,NORTHERN LIGHTS SCHOOL - 4343064,"25,54813","-33,94453",Nelson Mandela Bay,Nelson Mandela Bay Metropolitan Municipality,NMA_12,27516010,Cotswold,TREVOR PETER ROMAN,,COTSWORLD,PORT ELIZABETH,"Stow Street,Cotswold,Port Elizabeth,6055","SCHAUDERVILLE, PORT ELIZABETH, ",0413651644,,,NOT APPLICABLE,,,1964-01-01,NOT APPLICABLE,To be updated,99,NONE,Not Moved,200100893,200100893,233,21
200100969,False,2022,EC,2,LONWABO SPECIAL SCHOOL,OPEN,Public,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,NELSON MANDELA,NM-Lsen,PUBLIC,TO BE UPDATED,DEPARTMENT OF EDUCATION AND TRAINING(DET),184257,184257,NOT APPLICABLE,NOT APPLICABLE,"25,55832","-33,87196",Nelson Mandela Bay,Nelson Mandela Bay Metropolitan Municipality,NMA_25,27502000,NONE,NV LUVUNO,,MISSIONVALE ALGOA PARK,PORT ELIZABETH,"6622 Dabadaba Street,Nu5,Motherwelll,6211","P O BOX 11003, PORT ELIZABETH, ",0414524227,,,NOT APPLICABLE,,,1980-01-01,NOT APPLICABLE,Urban,99,NONE,Not Moved,200100969,200100969,189,16
200100970,False,2022,EC,2,LUTHANDO LUVUYO SPECIAL SCHOOL,OPEN,Public,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,NELSON MANDELA,NM-Lsen,PUBLIC,TO BE UPDATED,TO BE UPDATED,184263,184263,NOT APPLICABLE,NOT APPLICABLE,"25,58077","-33,86478",Nelson Mandela Bay,Nelson Mandela Bay Metropolitan Municipality,NMA_24,27508017,Zwide 3,C T NKOMOMBINI,,ZWIDE,PORT ELIZABETH,"Corn. Makubalo & Salamntu ,Zwide Township,Port Elizabeth,6205","P O BOX 11042, ALGOA PARK, ",0414662738,,,NOT APPLICABLE,,,1982-01-01,NOT APPLICABLE,To be updated,99,NONE,Not Moved,200100970,200100970,356,35
200100971,False,2022,EC,2,MERRYVALE SCHOOL,OPEN,Public,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,NELSON MANDELA,NM-Lsen,PUBLIC,TO BE UPDATED,TO BE UPDATED,184277,184277,NOT APPLICABLE,NOT APPLICABLE,"25,5578","-33,961",Nelson Mandela Bay,Nelson Mandela Bay Metropolitan Municipality,NMA_6,27516050,Mangold Park,M ENGELBRECHT,,MANGOLD PARK,PORT ELIZABETH,"Alan Drive,Mangold Park,Port Elizabeth,6070","P O BOX 7163, NEWTON PARK, ",0413671957,,,NOT APPLICABLE,,,1984-01-01,NOT APPLICABLE,To be updated,99,NONE,Not Moved,200100971,200100971,338,40
200100972,False,2022,EC,2,SUNSHINE SPECIAL SCHOOL,OPEN,Public,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,NELSON MANDELA,NM-Lsen,PUBLIC,TO BE UPDATED,TO BE UPDATED,224234,224234,NOT APPLICABLE,NOT APPLICABLE,"25,38591","-33,7645",Nelson Mandela Bay,Nelson Mandela Bay Metropolitan Municipality,NMA_48,27518006,College Hill,CH KIVEDO,,,UITENHAGE,"Gibbon Street,Uitenhage,6230","P O BOX 97, UITENHAGE, ",0419922645,,,NOT APPLICABLE,,,,NOT APPLICABLE,To be updated,99,NONE,Not Moved,200100972,200100972,288,26
200101020,False,2022,EC,2,AMASANGO CAREER SCHOOL,OPEN,Public,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,Technical Occupational,BUFFALO CITY,BC Circuit 13,PUBLIC,TO BE UPDATED,TO BE UPDATED,054102,054102,NOT APPLICABLE,NOT APPLICABLE,"27,73701","-33,00726",Buffalo City,Buffalo City Metropolitan Municipality,BUF_31,21410001,East London NU,RB XUZA,DEERFIELD FARM,,EAST LONDON,"Dearfield Farm,Old Mt. Coke Road,East London,5200",,0437364000,,,NOT APPLICABLE,,,1996-01-01,NOT APPLICABLE,To be updated,99,NONE,Not Moved,200101020,200101020,74,8
200101027,False,2022,EC,2,GRAHAMSTOWN AMASANGO CAREER SCHOOL,OPEN,Public,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,Technical Occupational,SARAH BAARTMAN,SB Makana 1,PUBLIC,TO BE UPDATED,TO BE UPDATED,094241,094241,NOT APPLICABLE,NOT APPLICABLE,"26,5341","-33,3745",Sarah Baartman,Makana Local Municipality,EC104_14,20403000,NONE,MJ BRADSHAW,,TANTJI,GRAHAMSTOWN,"Railway Station Yard Off Victoria Road,Grahamstown,6139",,0466225280,,,NOT APPLICABLE,,,,NOT APPLICABLE,To be updated,99,NONE,Not Moved,200101027,200101027,91,18
200200034,False,2022,EC,2,BAYSVILLE SECONDARY SCHOOL,OPEN,Public,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,School of Skill,BUFFALO CITY,BC Circuit 15,PUBLIC,TO BE UPDATED,DEPARTMENT OF EDUCATION AND TRAINING(DET),054108,54108,NOT APPLICABLE,NOT APPLICABLE,"27,91224","-32,99653",Buffalo City,Buffalo City Metropolitan Municipality,BUF_3,21414006,Baysville,L VANRENSBURG,,BAYVILLE,EAST LONDON,"2 Burnett Road,Baysville,East London,5241","PRIVATE BAG X9040, EAST LONDON, ",0437210270,,,NOT APPLICABLE,,,1956-01-01,NOT APPLICABLE,Urban,99,NONE,Not Moved,200200034,200200034,571,46
200200189,False,2022,EC,2,FUNDISA SPECIAL SCHOOL,OPEN,Public,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,BUFFALO CITY,BC Circuit 4,PUBLIC,TO BE UPDATED,CISKEI,114203,114203,NOT APPLICABLE,NOT APPLICABLE,"27,4142","-32,90295",Buffalo City,Buffalo City Metropolitan Municipality,BUF_44,21454000,NONE,MN KIVIET,,GOVERNMENT BUILDING,ZWELITSHA,"8734 Sweetwaters,King Williams  Town,5600","P O BOX 4521, KING WILLIAMS TOWN, 5600",0406557856,,,NOT APPLICABLE,,,,NOT APPLICABLE,Urban,99,NONE,Not Moved,200200189,200200189,146,19
200200454,False,2022,EC,2,PARKLAND SPECIAL SCHOOL,OPEN,Public,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,BUFFALO CITY,BC Circuit 10,PUBLIC,TO BE UPDATED,TO BE UPDATED,054269,054269,NOT APPLICABLE,NOT APPLICABLE,"27,9501","-32,9701",Buffalo City,Buffalo City Metropolitan Municipality,BUF_28,,TO BE UPDATED,PJ BARTLETT,,AMALINDA,EAST LONDON," 1 Coad Road,Beacon Bay,East London,5241","PO BOX 15405, BEACON BAY, EAST LONDON, 5205",0437485749,,,NOT APPLICABLE,,,1959-01-01,NOT APPLICABLE,To be updated,99,NONE,Not Moved,200200454,200200454,265,32
200200819,False,2022,EC,2,ST THOMAS SPECIAL SCHOOL,OPEN,Public,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,Technical Occupational,BUFFALO CITY,BC Circuit 2,PUBLIC,TO BE UPDATED,TO BE UPDATED,114532,114532,4323126,ST THOMAS FOR THE DEAF - 4323126,"27,37048","-32,69726",Buffalo City,Buffalo City Metropolitan Municipality,BUF_38,21445001,Tyusha,PN MAKU,,KINGWILLIAMS TOWN,KING WILLIMS TOWN,"Woodlands Mission,Izele Village,King Willams Town,5600","P O BOX 275, KING WM'S TOWN, ",0436831214,,,NOT APPLICABLE,,,1962-01-01,NOT APPLICABLE,To be updated,99,NONE,Not Moved,200200819,200200819,180,34
200200886,False,2022,EC,2,VUKUHAMBE SPECIAL SCHOOL,OPEN,Public,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,BUFFALO CITY,BC Circuit 7,PUBLIC,TO BE UPDATED,TO BE UPDATED,054420,054420,4323109,VUKUHAMBE SCHOOL - 4323109,"27,74747","-32,92286",Buffalo City,Buffalo City Metropolitan Municipality,BUF_17,21433034,Mdantsane Zone 9,KENNETH MONGEZI MJILA,,MDANTSANE,EAST LONDON,"2116 N.U.9,Mdantsane,East London,5219","P.O.BOX 15 MDANTSANE, EAST LONDON, 5219",0437612179,,,NOT APPLICABLE,,,1977-01-01,NOT APPLICABLE,To be updated,99,NONE,Not Moved,200200886,200200886,128,20
200200980,False,2022,EC,2,BHISHO YOUTH CARE CENTRE,OPEN,Public,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,BUFFALO CITY,BC Circuit 3,PUBLIC,PUBLIC,NEW EDUCATION DEPARTMENT,114633,114633,NOT APPLICABLE,NOT APPLICABLE,"27,45687","-32,82983",Buffalo City,Buffalo City Metropolitan Municipality,BUF_43,,TO BE UPDATED,,,,,"Skhobeni,King Williams  Town,5600",", BHISHO, 5605",0406026000,,,NOT APPLICABLE,,,2009-05-05,NOT APPLICABLE,Urban,99,NONE,Not Moved,200200980,200200980,27,6
200200998,False,2022,EC,2,COLLEGE STREET PRIMARY SCHOOL,OPEN,Public,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,BUFFALO CITY,BC Circuit 11,PUBLIC,TO BE UPDATED,DEPARTMENT OF EDUCATION AND TRAINING(DET),054135,054135,NOT APPLICABLE,NOT APPLICABLE,"27,9005","-33,0156",Buffalo City,Buffalo City Metropolitan Municipality,BUF_47,21414027,East London CBD,TD WHITFIELD,,,EAST LONDON,"8 College Street,Central,East London,5200","P O BOX 497, EAST LONDON, 5200",0437222247,Section 21,,NOT APPLICABLE,,,1867-01-01,NO,Urban,99,NONE,Not Moved,200200998,200200998,230,36
200201019,False,2022,EC,2,KHAYALETHU SPECIAL SCHOOL,OPEN,Public,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,BUFFALO CITY,BC Circuit 11,PUBLIC,TO BE UPDATED,DEPARTMENT OF EDUCATION AND TRAINING(DET),054217,054217,NOT APPLICABLE,NOT APPLICABLE,"27,89544","-33,01209",Buffalo City,Buffalo City Metropolitan Municipality,BUF_3,21414000,NONE,MARIETHA BOSLOFF,,NORTH END,EAST LONDON,"39 Beaconsfield Road,North End,East London,5201","PO BOX 1457, NORTH END, EAST LONDON, 5200",0437224016,,,NOT APPLICABLE,,,,NOT APPLICABLE,Urban,99,NONE,Not Moved,200201019,200201019,208,24
200201025,False,2022,EC,2,ST PATRICK'S SPECIAL SCHOOL,OPEN,Public,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,BUFFALO CITY,BC Circuit 3,PUBLIC,TO BE UPDATED,TO BE UPDATED,114531,114531,NOT APPLICABLE,NOT APPLICABLE,"27,38844","-32,8958",Buffalo City,Buffalo City Metropolitan Municipality,BUF_39,21431006,Ginsberg,SP HLOPE,,GINSBERG,KING WILLIAMS TOWN,"No  3  Stand  Street,Ginsberg,King Williams  Town,5600","PRIVATE BAG X7484, KING WILLIAMS TOWN, 5600",0436425476,,,NOT APPLICABLE,,,1947-01-01,NOT APPLICABLE,To be updated,99,NONE,Not Moved,200201025,200201025,222,16
200201026,False,2022,EC,2,ARCADIA SPECIAL SCHOOL,OPEN,Public,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,BUFFALO CITY,BC Circuit 11,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),054105,054105,NOT APPLICABLE,NOT APPLICABLE,"27,89586","-33,00424",Buffalo City,Buffalo City Metropolitan Municipality,BUF_1,21414000,NONE,DAVID L BANDS,,,EAST LONDON,"Kimberley Road,North End,East London,5201","PRIVATE BAG X9049, EAST LONDON, ",0437435503,,,NOT APPLICABLE,,,1919-01-01,NOT APPLICABLE,Urban,99,NONE,Not Moved,200201026,200201026,185,23
200300144,False,2022,EC,2,LINGOMSO LETHU SPECIAL SCHOOL,OPEN,Public,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,AMATHOLE EAST,AE MSOBOMVU Circuit,PUBLIC,PUBLIC,N/A,,,NOT APPLICABLE,NOT APPLICABLE,"28,17798","-32,32592",Amathole,Mnquma Local Municipality,EC122_3,21105008,Msobomvu,,,MSOBOMVULOCATION,BUTTERWORTH,"Mission Location,Butterworth,4960",To be updated,,,,NOT APPLICABLE,,,2016-01-01,NO,Urban,99,NONE,Not Moved,200300144,200300144,139,5
200400275,False,2022,EC,2,IKWEZI LOKUSA SPECIAL SCHOOL,OPEN,Public,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,O R TAMBO INLAND,ORTI Circuit 12,PUBLIC,TO BE UPDATED,TRANSKEI,234181,234181,NOT APPLICABLE,NOT APPLICABLE,"28,43325","-31,76194",O.R.Tambo,King Sabata Dalindyebo Local Municipality,EC157_18,23626009,Ikwezi,MABHULU EUINIA NONDUMISO,,IKHWEZI TOWNSHIP MTHATHA,MTHATHA,"Gerald Spilkin Street,Ikhwezi Township,Mthatha,5099","PO BOX 156, MTHATHA, MTHATHA, 5099",0475350601,,,NOT APPLICABLE,,,1963-01-01,NOT APPLICABLE,Urban,99,NONE,Not Moved,200400275,200400275,204,27
200401048,False,2022,EC,2,TEMBISA SPECIAL SCHOOL,OPEN,Public,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,O R TAMBO INLAND,ORTI Circuit 12,PUBLIC,TO BE UPDATED,TO BE UPDATED,234399,234399,NOT APPLICABLE,NOT APPLICABLE,"28,793938","-31,600475",O.R.Tambo,King Sabata Dalindyebo Local Municipality,EC157_3,23626010,Ikwezi Ext,NF SIPAMLA,,IKWEZI EXTENSION,UMTATA,"24 Buttercup Road,Ikhwezi Extension,Mthatha,5099","PO BOX 933, IKHWEZI EXTENSION, MTHATHA, 5099",0475350922,,,NOT APPLICABLE,,,1987-01-01,NOT APPLICABLE,To be updated,99,NONE,Not Moved,200401048,200401048,217,25
200401369,False,2022,EC,2,EFATA SPECIAL SCHOOL,OPEN,Public,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,O R TAMBO INLAND,ORTI Circuit 10,PUBLIC,TO BE UPDATED,TO BE UPDATED,234146,234146,4293018,EFATA SCHOOL FOR THE BLIND & DEAF - 4293018,"28,719584","-31,569258",O.R.Tambo,King Sabata Dalindyebo Local Municipality,EC157_12,23613004,Efata,NOXOLO RASMENI,,DICOLINY AREA,MTHATHA,"Queenstown Road,Mthata,5099",P O BOX 177 5099,0475360527,,,NOT APPLICABLE,,,1958-01-01,NOT APPLICABLE,To be updated,99,NONE,Not Moved,200401369,200401369,386,50
200401385,False,2022,EC,2,TSOLO SPECIAL SCHOOL,OPEN,Public,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,O R TAMBO INLAND,ORTI Circuit 16,PUBLIC,TO BE UPDATED,TO BE UPDATED,204321,204321,NOT APPLICABLE,NOT APPLICABLE,"28,80802","-31,31959",O.R.Tambo,Mhlontlo Local Municipality,EC156_8,23507012,Madadeni,MISS TM GOSO,TSOLO,TSOLO,,"Mbutho Admin Area,Tsolo,Tsolo,5170","P.O. BOX 88, MBUTHO, TSOLO, 5170",0475429116,,,NOT APPLICABLE,,,2002-01-01,NOT APPLICABLE,To be updated,99,NONE,Not Moved,200401385,200401385,255,24
200404036,False,2022,EC,2,KING NDLOVUYEZWE NDAMASE SPECIAL SCHOOL,OPEN,Public,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,O R TAMBO COASTAL,ORTC Circuit 11,PUBLIC,PUBLIC,N/A,,,NOT APPLICABLE,NOT APPLICABLE,"29,008","-31,53703",O.R.Tambo,Nyandeni Local Municipality,EC155_7,23404001,KwaNomzamo,,LIBODE MUNICIPAL AREA,,LIBODE,"Ntsonyini A/A,Libode,5160","LIBODE, 5160",,,,NOT APPLICABLE,,,2016-01-01,NO,Urban,99,NONE,Not Moved,200404036,200404036,119,6
200501280,False,2022,EC,2,VUKUZENZELE SPECIAL SCHOOL,OPEN,Public,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,Technical Occupational,ALFRED NZO EAST,ANE Circuit 1,PUBLIC,TO BE UPDATED,TRANSKEI,014295,014295,4243032,VUKUZENZELE SPECIAL SCHOOL - 4243032,"29,79458","-30,84763",Alfred Nzo,Mbizana Local Municipality,EC443_7,23012029,Nomlacu,N M BANDEZI,,,BIZANA,"Esikhumbeni A/A,Nomlacu Location,Bizana,4800","P.O. BOX 210671, MBIZANA, 4800, ",0392513605,,,NOT APPLICABLE,,,1986-01-01,NOT APPLICABLE,To be updated,99,NONE,Not Moved,200501280,200501280,215,31
200501311,False,2022,EC,2,ZAMOKUHLE SPECIAL SCHOOL,OPEN,Public,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,ALFRED NZO EAST,ANE Circuit 2,PUBLIC,TO BE UPDATED,TRANSKEI,014303,014303,4243035,ZAMOKUHLE SPECIAL SCHOOL - 4243035,"29,88006","-30,91683",Alfred Nzo,Mbizana Local Municipality,EC443_19,23009059,Ntsingizi,AB JOHN,,AMANIKHWEADMNAREA,BIZANA,"Amanikwe A/A,Ntsingizi Location,Bizana,4800","P.O. BOX 1, BIZANA, 4800, ",0392516009,,,NOT APPLICABLE,,,1988-01-01,NOT APPLICABLE,Rural,99,NONE,Not Moved,200501311,200501311,151,23
200501355,False,2022,EC,2,NOMPUMALANGA SPECIAL SCHOOL,OPEN,Public,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,ALFRED NZO EAST,ANE Circuit 1,PUBLIC,PUBLIC,TRANSKEI,014251,014251,NOT APPLICABLE,NOT APPLICABLE,"29,79458","-30,84763",Alfred Nzo,Mbizana Local Municipality,EC443_7,23012029,Nomlacu,MRS N MTOLO,,,BIZANA,"Esikhumbeni A/A,Nomlacu,Bizana,4800","P.O. BOX 135 , NOMLACU, MBIZANA, 4800, ",0392513233,,,NOT APPLICABLE,,,1988-01-01,NOT APPLICABLE,Urban,99,NONE,Not Moved,200501355,200501355,241,23
200501449,False,2022,EC,2,SIVE SPECIAL SCHOOL,OPEN,Public,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,ALFRED NZO WEST,ANW Mt Currie,PUBLIC,TO BE UPDATED,TO BE UPDATED,154247,154247,NOT APPLICABLE,NOT APPLICABLE,"28,8105","-30,3416",Alfred Nzo,Matatiele Local Municipality,EC441_19,23806021,Mvenyane,PM JONA,,,,"164 Church Street,Cedarville,Cedarville,4720","P O BOX 74, CEDARVILLE, ",0723129213,,,NOT APPLICABLE,,,1996-01-01,NOT APPLICABLE,To be updated,99,NONE,Not Moved,200501449,200501449,188,26
200501451,False,2022,EC,2,NOLITHA SPECIAL SCHOOL,OPEN,Public,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,ALFRED NZO WEST,ANW Simaka-Maka,PUBLIC,TO BE UPDATED,TO BE UPDATED,174290,174290,NOT APPLICABLE,NOT APPLICABLE,"29,42595","-30,72372",Alfred Nzo,Umzimvubu Local Municipality,EC442_3,23822000,NONE,MRS IMN NJENJANE,,MOUNT AYLIFF,,", MSUKENI A/A, MOUNT AYLIFF, 4700","P O BOX 469, KOKSTAD, 4700",0392540410,,,NOT APPLICABLE,,,1992-01-01,NOT APPLICABLE,To be updated,99,NONE,Not Moved,200501451,200501451,272,24
200501591,False,2022,EC,2,SIGCAU SPECIAL SCHOOL,OPEN,Public,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,O R TAMBO COASTAL,ORTC Sigcau,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,144486,144486,TO BE UPDATED,TO BE UPDATED,"29,52936","-31,03532",O.R.Tambo,Ngquza Hill Local Municipality,EC153_8,,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,"Ngqandulo Lacation,Flagstaff,4810",,0734740655,,,NOT APPLICABLE,,,2008-06-12,NOT APPLICABLE,To be updated,99,NONE,Not Moved,200501591,200501591,107,16
200501604,False,2022,EC,2,MOUNT FLETCHER SPECIAL SCHOOL,OPEN,Public,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,JOE GQABI,JG Fairview,PUBLIC,PUBLIC,N/A,,,NOT APPLICABLE,NOT APPLICABLE,"28,509422","-30,689169",Joe Gqabi,Elundini Local Municipality,EC141_9,22601007,Faview,,,MTFLETCHER,MOUNT FLETCHER,"Farview Location/Xaxazana,Mount Fletcher,Mt Fletcher,4770","P/BAG X1133, MT FLETCHER, 4770",,,,NOT APPLICABLE,,,2016-01-01,NO,Urban,99,NONE,Not Moved,200501604,200501604,79,7
